"","CBN7.1","CBN6.2","CBN10.1","CBN10.2","CBN9.2","CBN13.2","CBN1.1","CBN11.1","CBN17.1","CBN12.1","CBN16.1","CBN13.1"
"K02232",888.5,1027.91,487.5,1011.58,671.5,2211.71,765.58,283.53,853.83,1062.5,329.5,1127.5
"K02233",1121.41,1242.91,603.09,1215.29,744.27,2405.5,844.84,600.1,903.4,1248.92,376.86,2155.18
"K02234",0,16,1,0,5,5,6,11,0,4,0,0
"K02236",27,122.5,26.5,58.5,84.33,43.67,16,102,22,138,319.84,131.67
"K02237",1207.13,1318.14,629.83,1213.79,753.49,2464.96,374.26,759.52,953.76,1544.19,702.81,2363.65
"K02238",1208.13,2027.39,685.83,1250.54,899.49,2510.04,1045.01,810.52,978.76,1711.19,708.81,2375.65
"K02239",6,103.5,6,13,33.33,10.67,6,14,7,127,137,14.17
"K02240",27,122.5,26.5,58.5,84.33,43.67,16,102,22,138,319.84,131.67
"K02241",0,9,0,0,0,18,0,20,0,5,1,0
"K02242",44,122.5,32.5,59.5,84.33,43.67,17,103,22,138,321.84,131.67
"K02243",27,122.5,26.5,58.5,84.33,43.67,16,102,22,138,319.84,131.67
"K02244",27,122.5,26.5,58.5,84.33,43.67,16,102,22,138,319.84,131.67
"K02245",27,122.5,26.5,58.5,84.33,43.67,16,102,22,138,319.84,131.67
"K02246",27,122.5,26.5,58.5,84.33,43.67,16,102,22,138,312.17,131.67
"K02247",0,0.5,0.5,2.5,0.33,0.67,0,0,0,0,2,0.17
"K02248",23,118.5,17.5,58.5,75.33,42.67,15,102,19,138,313.84,131.67
"K02249",0,7.5,0.5,2.5,0.33,0.67,0,0,0,5,3,0.17
"K02250",11,187,12.5,28.5,47.66,19.34,9,28,13,138,145,28.34
"K02251",0,7,0,0,0,0,0,0,0,5,1,0
"K02254",1,96.5,1,9,33.33,8.67,5,1,1,126,134,1.17
"K02255",230.41,170.5,85.59,87.71,46.27,98.29,97.26,236.07,48.07,145.42,44.36,96.18
"K02258",45,177,75,63,145,38,650,108,32,114,141,77
"K02259",790.9,674.28,460.6,322.48,636.93,2071.08,719.58,255.4,633.33,885.6,396.2,769.87
"K02274",2144.4,1036.36,1160.6,491.06,1506.93,5497.32,790.66,434.4,1801.66,1027.6,454.2,2763.04
"K02275",801.9,835.61,496.6,355.81,723.93,2193.9,738.91,366.4,643.66,1097.1,536.7,1718.54
"K02276",805.9,733.03,503.6,300.73,707.93,2188.66,743.33,394.4,640.33,951.1,400.7,1703.37
"K02277",6,103.83,6,13.33,34.33,13.33,10.33,63,8.33,127,137,20.17
"K02278",28.33,828.66,81.67,1419,148,86,718,145.67,447.33,713.33,55.33,650.32
"K02279",809.03,997.59,441.47,1551.53,557.8,1833.93,748.33,224.27,1032.66,911.63,78.43,1230.59
"K02280",28.33,828.66,81.67,1419,148,86,718,145.67,447.33,713.33,55.33,650.32
"K02281",27.33,57.66,43.67,7,112,5,646,13.67,14.33,14.33,2.33,1.32
"K02282",701.03,939.92,411.47,1517.86,543.8,1750.26,744.66,174.27,1024.99,756.63,68.43,1154.59
"K02283",1592.33,1428.32,836.67,1737.66,1037,3846.96,813.66,316.87,1637.99,1593.33,233.33,1991.32
"K02291",1410,524.83,731.5,303.33,934,3660.66,709.83,144,1181.33,444.5,106.5,1177
"K02297",253.73,630.61,119.23,842.06,91.56,183.46,288.93,384.12,298.43,544.59,145.27,471.78
"K02298",253.73,632.61,120.23,854.06,103.56,183.46,295.93,427.12,305.43,547.59,150.27,497.78
"K02299",309.06,755.77,160.9,909.4,115.89,262.79,332.59,613.46,336.43,652.25,151.44,556.28
"K02300",253.73,631.44,119.23,842.39,91.89,184.46,289.26,385.12,298.76,544.59,145.27,477.95
"K02302",1273.78,1668.85,629.39,1871.27,757.39,2376.21,1264.77,872.2,1192.2,1464.11,447.41,1666.43
"K02303",67.22,644.22,114.74,831.33,178.22,137.75,837.25,157.78,274.69,483.27,125.11,387.47
"K02304",147.5,250.41,92.5,177.58,148.66,270.75,27.58,236.83,38.33,420,214,1042.34
"K02305",0,14,0,0,1,0,0,3,0,2,0,0
"K02313",1249.13,2053.14,698.33,1238.29,907.49,2503.46,1072.76,874.52,997.76,1770.69,746.31,2386.15
"K02314",1308.79,2965.29,807.67,2740.63,989.81,2621.46,1210.76,1169.85,1480.09,2579.35,817.81,3141.32
"K02315",260.91,558.33,104.59,806.04,70.6,140.29,159.09,389.07,264.4,566.92,177.86,515.85
"K02316",1249.13,2052.14,699.33,1250.29,917.49,2503.46,1054.76,917.52,1004.76,1772.69,751.31,2412.15
"K02317",230.41,170.5,85.59,87.71,46.27,98.29,97.26,236.07,48.07,145.42,44.36,96.18
"K02319",0,51.83,47,273.5,31,29.16,10.5,39.33,17,118,26,81
"K02322",0,23.58,2,132.75,12,14.58,1.25,20.33,1,41,9,25.5
"K02323",0,23.58,2,132.75,12,14.58,1.25,20.33,1,41,9,25.5
"K02334",387.5,983.89,223.5,317.95,317.32,262.09,720.33,364.65,104.07,551.51,195.78,1210.52
"K02335",1940.03,2215.34,1046.93,1366.69,1330.09,4170.66,1088.26,907.72,1583.76,2164.79,823.01,2962.85
"K02336",264.23,645.11,121.73,853.56,94.56,185.46,288.93,369.12,298.43,545.09,153.27,469.78
"K02337",1249.93,2057.54,699.53,1242.09,910.69,2521.86,1048.76,877.92,997.76,1777.89,746.71,2387.55
"K02338",1263.63,2055.64,698.33,1238.29,905.82,2504.13,1047.76,828.52,997.76,1777.19,754.81,2386.32
"K02339",325.23,841.11,198.23,930.06,243.56,226.96,948.93,442.12,331.43,649.59,288.77,543.78
"K02340",1249.13,2046.14,698.33,1223.29,905.49,2503.46,1046.76,821.52,997.76,1766.69,746.31,2385.15
"K02341",1232.13,2052.14,693.33,1249.29,917.49,2503.46,1053.76,863.52,1004.76,1772.69,749.31,2412.15
"K02342",1204.33,1822.07,698.63,1304.32,882.29,2778.79,1064.09,955.22,953.09,2429.49,952.41,2559.25
"K02343",1266.13,2201.14,706.33,1240.29,907.49,2553.46,1077.76,828.52,998.76,2006.69,751.31,2387.15
"K02344",255.23,621.11,115.73,841.56,90.56,183.46,288.93,369.12,296.43,543.09,146.27,468.78
"K02345",308.52,746.76,164,956.84,154.85,273.73,382.63,687.7,356.56,679.66,182.25,637.06
"K02346",1952.03,2349.01,1030.43,1354.86,1323.09,4747.83,1087.93,863.72,1550.43,2089.29,909.51,3094.85
"K02347",123,198.41,60.5,97.58,99.33,129.58,20.08,89.33,41.33,400,153,116.17
"K02348",290.24,440.66,127.26,169.88,143.27,474.79,128.43,357.74,69.4,812.92,373.7,312
"K02351",657,119,324,90,388,1657,23,8,576,222,1,485
"K02352",14.5,6,0,0,4,0,50,2,0,2.5,8.5,0
"K02355",2372.35,3760.55,1283.32,2287.33,1649.32,4625.54,2035.93,1473.93,1939.53,2910.38,978.12,4434.48
"K02356",1513.36,2688.25,822.06,2105.85,1002.05,2691.92,1337.69,1327.64,1296.19,2322.78,1028.58,2970.93
"K02357",1249.13,2050.14,698.33,1238.29,905.49,2503.46,1047.76,874.52,997.76,1769.69,746.31,2386.15
"K02358",1649.11,3681.33,993.56,2328.43,1288.05,2941.5,2119.77,1783.39,1384.02,2693.78,1092.75,4047.43
"K02361",279.73,768.11,123.73,849.56,117.89,470.93,327.93,390.32,295.93,818.09,156.77,557.95
"K02362",12.08,65.07,41.67,20.08,13.83,16.91,40.92,14.74,9.66,34,37.83,11.83
"K02363",947.23,711.11,444.73,917.56,496.89,2059.13,334.93,375.12,871.93,542.59,148.27,1025.95
"K02364",912.19,345.6,427.33,247.67,492.85,1790.23,316.46,410.03,669.73,210.16,149.92,689.74
"K02371",301.33,304.81,115.67,130.38,222.82,176.38,744.58,302.96,73.91,269.67,213.95,120.85
"K02372",539.52,1755.59,354,1125.17,491.51,523.9,994.46,793.2,410.89,1180.16,628.93,1681.4
"K02377",686.58,339.07,392.17,151.08,444.83,1835.41,85.92,169.74,588.66,372,52.83,1412.83
"K02379",1139.53,1293.83,606.43,1208.19,763.42,2370.33,999.26,622.71,922.76,1500.45,489.17,2207.52
"K02380",253.73,628.61,126.23,842.06,92.56,183.46,288.93,373.12,301.43,544.59,138.27,470.78
"K02381",60.91,165.4,81.84,86.09,35.66,86.91,59.25,186.58,43.83,133.16,33.5,86.83
"K02385",35.4,42.2,27.6,26.4,43.6,24.2,16,37.2,10,144.6,170.2,78.2
"K02386",336.73,1192.61,213.73,1640.06,261.56,287.96,958.43,493.12,532.43,1038.09,287.77,864.28
"K02387",483.13,1522.31,315.83,1778.96,397.49,508.83,995.43,724.32,567.43,1482.69,499.97,1993.65
"K02388",491.13,2130.31,344.83,1779.96,451.49,527.83,995.43,777.32,595.43,1493.69,500.97,2001.65
"K02389",459.13,1500.31,294.83,1761.96,375.49,502.83,983.43,716.32,558.43,1461.69,462.97,1919.65
"K02390",484.13,2129.31,343.83,1778.96,451.49,523.83,1004.43,777.32,602.43,1493.69,500.97,2001.65
"K02391",334.73,1197.61,213.73,1633.06,258.56,287.96,957.93,493.12,532.43,955.09,280.77,863.78
"K02392",615.73,2337.11,376.23,1804.56,501.89,634.63,1009.93,888.12,613.43,1875.09,619.77,2020.95
"K02393",338.73,1271.61,223.73,1642.06,288.56,301.96,965.43,555.12,539.43,1099.09,291.77,871.28
"K02394",344.73,1330.61,256.73,1701.06,325.56,406.96,972.43,690.12,545.43,1158.09,317.77,1813.28
"K02395",306.73,1126.61,169.23,1626.56,146.56,284.46,311.93,471.12,517.43,940.59,279.27,861.78
"K02396",482.13,1514.31,314.83,1777.96,395.49,501.83,993.43,718.32,562.43,1468.69,498.97,1987.65
"K02397",475.13,1450.31,280.83,1726.96,340.49,391.83,982.43,579.32,557.43,1362.69,470.97,1045.65
"K02398",422.73,1306.61,203.23,1670.56,195.56,377.46,322.43,536.12,530.43,1301.59,429.27,937.28
"K02399",264.73,1054.61,139.23,1564.56,110.56,251.46,298.93,436.12,515.43,909.59,175.27,796.78
"K02400",497.21,2198.38,384.5,1809.04,462.82,586.74,1019.35,793.56,609.59,1546.69,524.3,2014.98
"K02401",470.64,2094.36,337.36,1754.28,439.2,511.16,857.93,755.94,580.9,1472.52,436.39,1986.37
"K02402",253.23,1050.11,130.23,1551.56,106.56,248.96,298.93,436.12,513.43,900.59,151.77,793.78
"K02403",253.23,1050.11,130.23,1551.56,106.56,248.96,298.93,436.12,513.43,900.59,151.77,793.78
"K02404",196.5,343,117.5,133.5,201.33,131.17,664.5,161,30,411,272.5,163.67
"K02405",1133.63,2179.81,623.83,1852.96,727.16,2180.66,379.43,765.32,1163.43,1501.69,506.97,2484.48
"K02406",528.13,2032.81,357.83,2518.96,433.82,531.5,1035.43,775.32,787.43,1898.69,716.3,2320.82
"K02407",441.13,1385.31,229.33,1711.46,221.49,386.33,335.43,557.32,540.43,1343.19,469.47,1043.65
"K02408",483.13,1525.31,315.83,1778.96,397.49,508.83,995.43,772.32,568.43,1482.69,499.97,1994.65
"K02409",477.13,1547.31,316.33,1785.46,397.49,555.83,995.43,734.32,567.43,1510.69,498.97,1997.65
"K02410",483.13,1522.31,315.83,1778.96,397.49,508.83,995.43,724.32,567.43,1482.69,499.97,1993.65
"K02411",363.13,1390.31,273.33,1744.46,354.49,425.33,983.93,678.32,552.43,1184.19,481.47,1902.15
"K02412",491.13,2130.31,344.83,1779.96,451.49,527.83,995.43,777.32,595.43,1493.69,500.97,2001.65
"K02413",421.13,1291.81,205.83,1673.96,194.16,379.66,319.93,541.32,530.43,1236.19,415.47,947.98
"K02414",266.13,761.81,126.83,880.96,94.16,287.66,262.93,403.32,298.43,617.19,158.47,500.98
"K02415",469.23,1516.11,299.73,1757.06,372.56,509.46,976.43,749.12,554.43,1429.09,476.27,1905.28
"K02416",491.13,2131.81,343.33,1777.46,451.16,527.16,1004.43,777.32,603.43,1493.69,491.97,2001.48
"K02417",510.13,1577.81,359.83,1786.96,508.82,512.5,1637.43,785.32,579.43,1494.69,503.97,1992.82
"K02418",356.13,1281.81,236.83,1672.96,316.16,267.66,971.93,510.32,546.43,1073.19,445.47,947.98
"K02419",491.13,2135.31,345.83,1791.96,463.49,527.83,1011.43,820.32,610.43,1496.69,505.97,2028.65
"K02420",491.13,2133.31,344.83,1779.96,451.49,527.83,995.43,777.32,596.43,1493.69,500.97,2002.65
"K02421",491.13,2133.31,344.83,1779.96,451.49,527.83,995.43,777.32,596.43,1493.69,500.97,2002.65
"K02422",456.13,1434.81,254.33,1713.46,291.16,412.66,339.43,562.32,569.43,1463.19,600.47,1051.48
"K02423",258.23,757.11,117.23,853.56,121.56,192.96,268.93,383.12,304.43,666.59,268.77,482.78
"K02424",264.13,750.31,134.33,889.96,141.49,210.33,302.93,545.82,307.43,694.69,498.31,688.15
"K02425",31.4,481.18,66.31,771.93,56.12,101.08,206.59,147.79,258.02,426.17,122.74,383.43
"K02426",572.36,1499.25,296.56,1744.35,328.72,724.45,1245.19,805.44,612.19,1463.28,319.74,1068.43
"K02427",332.23,945.69,244.23,1122.81,319.56,356.54,960.18,607.45,343.43,810.59,326.77,1517.28
"K02428",2007.03,2392.92,1071.93,1519.44,1359.09,4522.54,1108.01,878.75,1577.76,2374.79,739.34,2981.85
"K02429",284.4,1376.95,157.56,2243.39,131.56,241.46,393.76,520.45,729.6,1223.09,177.28,1121.46
"K02430",9.08,820.07,84.17,1431.08,51.83,97.41,140.92,138.74,442.66,733.5,85.33,658.83
"K02431",228.41,570.5,109.59,798.71,66.27,168.29,133.26,306.07,265.07,515.42,60.36,422.18
"K02433",2605.54,1986.93,1371.63,1029.97,1825.95,5810.13,1900.92,929.49,1972.46,2065.36,837.56,3203.1
"K02434",982.9,1430.61,578.6,508.48,820.93,2314.58,760.08,460.73,700.33,1254.6,598.04,1920.87
"K02435",982.9,1430.61,578.6,508.48,820.93,2314.58,760.08,508.73,700.33,1254.6,598.04,1920.87
"K02436",171.08,45.05,43.17,20.45,21.32,10.79,51.17,46.86,6.9,30.51,29.94,12.68
"K02437",1235.53,2093.59,714.93,1357.44,928.09,2489.44,1056.01,916.02,988.76,1945.29,569.35,2350.35
"K02438",1093.53,1012.34,517.43,1058.69,565.76,2205.99,355.26,466.72,901.76,1047.79,320.67,1229.85
"K02439",264.23,647.11,124.73,853.56,95.56,185.46,288.93,369.12,298.43,545.09,153.27,469.78
"K02440",1691.63,1018.14,823.33,1140.29,1010.49,3597.96,388.26,611.52,1496.76,1017.69,678.15,1710.82
"K02441",266.23,649.11,131.73,858.56,100.56,203.46,290.93,371.12,299.43,552.09,153.27,475.78
"K02442",2.5,7.5,1,1,0,0.5,0,0,0,2,2.5,0
"K02443",45.58,147.57,58.67,36.58,46.99,19.25,48.92,22.24,13.16,153.5,170.33,22.67
"K02444",485.46,776.24,167.25,918.59,129.1,278.54,376.27,623.15,340.34,678.11,176,561.83
"K02445",262.23,642.11,121.73,856.56,94.22,186.6,291.93,382.32,311.43,614.09,203.94,475.12
"K02446",978.46,1078.29,510,1012.62,567.15,2196.79,351.93,437.84,895.42,1295.19,390.3,1150.65
"K02448",0,14,0,0,0,0,0,0,0,0,0,0
"K02450",25.5,690.5,42,44,44,16.5,9,25,10,82,36.5,35
"K02451",10.33,24.66,10.17,15.17,6,4.5,26.17,0.67,3.33,10,22.83,3.32
"K02452",45.65,136.05,62.06,81.43,41.24,64.33,194.6,44.91,37.52,160.42,134.49,46.43
"K02453",81.4,960.8,134.06,208.18,145.24,240.58,215.35,285.16,51.02,420.42,266.49,1054.93
"K02454",84.8,1071,160.66,251.58,158.84,272.78,218.35,368.36,53.02,467.02,295.69,1121.13
"K02455",73.4,935.8,111.06,178.18,117.24,136.58,232.85,202.16,49.02,303.42,253.49,141.43
"K02456",88.4,982.8,155.06,209.18,193.24,259.58,215.35,290.16,79.02,429.42,267.49,1062.93
"K02457",66.15,156.55,76.06,113.43,61.24,57.33,202.1,68.91,37.02,93.42,212.99,93.93
"K02458",67.65,188.05,78.06,132.43,63.24,119.33,202.1,77.91,38.52,123.42,222.49,84.93
"K02459",69.65,223.05,85.06,148.43,72.24,120.33,204.6,136.91,39.52,236.42,246.49,134.43
"K02460",70.4,226.8,90.06,149.18,79.24,122.58,229.85,143.16,40.02,242.42,246.49,134.43
"K02461",69.15,189.55,88.06,133.93,69.24,123.83,202.6,78.41,39.52,125.42,222.49,84.93
"K02462",66.9,157.3,81.06,114.18,64.24,59.58,202.35,69.16,37.52,94.42,212.99,93.93
"K02463",12.33,29.66,15.17,29,4,4.5,1,14.67,3.33,13.83,23.83,46.32
"K02464",4.83,405.16,22.17,714.17,20,68,62.17,67.67,218.33,367,31.33,327.32
"K02465",22.32,73.73,13.89,51.1,24.41,69.67,157.43,75.42,31.86,63.92,78.16,50.1
"K02466",251.9,610.45,113.06,836.39,88.56,180.96,286.76,367.45,294.6,535.59,133.94,464.46
"K02467",251.9,610.45,113.06,836.39,88.56,180.96,286.76,367.45,294.6,535.59,133.94,464.46
"K02468",251.9,613.45,113.06,836.39,90.56,180.96,311.76,367.45,294.6,536.59,133.94,464.46
"K02469",1961.03,2201.92,1036.93,1394.44,1303.09,4193.74,1075.01,922.05,1582.76,2093.79,780.01,2893.85
"K02470",1961.03,2201.92,1036.93,1394.44,1303.09,4193.74,1075.01,874.05,1582.76,2093.79,780.01,2893.85
"K02471",30.9,311.68,54.81,86.93,49.62,180.58,174.09,100.29,38.02,477.67,110.57,69.43
"K02472",255.23,623.69,116.73,887.31,98.56,199.04,289.18,388.45,297.43,584.09,139.27,478.28
"K02473",2,5,0,1,2,17,9,10,0,4,0,6
"K02474",30,147.25,29,103.75,41,43.25,21.75,58,3,144,102,74
"K02475",18.4,24.2,4.6,28.4,4.93,5.37,3,19.2,0,42.1,19.87,17.37
"K02476",698.4,152.2,334.6,125.4,420.93,1926.37,27,37.2,578,216.1,183.87,578.37
"K02477",522.46,1275.22,239.46,1707.12,192.12,427.42,630.86,764.24,597.36,1098.18,296.54,980.56
"K02478",569.36,1279.42,264.06,1733.52,222.72,638.62,593.86,768.44,605.36,1164.28,364.24,1096.76
"K02479",0,0,0,0,0,0,0,8,0,0,0,0
"K02480",8.5,250,14,15,31.33,65.17,9,41,6,313,21.5,21.17
"K02481",8,647,41,52,73,114,22,107,21,106,12,924
"K02482",2.5,8.83,2,1.33,2,0.83,0.33,7,0.33,6,9.5,7
"K02483",954.04,1370.79,617.71,1100.55,867.53,2437.11,1458.09,420.18,880.32,2053.53,602.56,1371.37
"K02484",843.7,1143.58,476.01,971.73,544.82,2184.28,282.59,285.89,859.52,1688.37,294.64,1160.33
"K02485",303.73,617.61,133.73,854.56,91.56,188.96,294.93,395.12,297.43,547.09,158.77,472.78
"K02486",17,0,6,1,0,0,1,1,0,0,2,0
"K02487",55.66,129.49,42.34,69.01,26.33,81,68.33,181.01,39,108.99,8.5,79.82
"K02488",53,73,55,21,116,4,649.5,35,28,156,40,6.5
"K02490",6,103.5,6,13,33.33,10.67,6,14,7,127,137,14.17
"K02491",6,180,7,22,47.66,17.34,8,15,7,137,140,15.34
"K02492",1160.13,1998.72,641.83,1341.54,790.49,2501.04,398.01,771.35,966.76,1728.19,583.47,2295.65
"K02493",2630.53,2326.92,1395.93,1592.44,1745.09,6112.24,1114.01,960.05,2164.76,1924.29,840.51,3572.85
"K02494",286.23,716.11,132.73,900.56,130.56,216.46,298.93,392.12,299.43,568.09,251.27,529.78
"K02495",1597.44,3414.66,924.73,2887.6,1211.38,2800.34,2074.44,1369.56,1540.02,2953.61,1079.24,3210.92
"K02496",283.23,715.11,140.73,892.56,119.56,216.46,292.93,389.12,299.43,562.09,243.27,509.78
"K02497",6,103.5,6,13,33.33,10.67,6,14,7,127,137,14.17
"K02498",317.23,815.11,200.23,930.06,247.56,222.96,946.93,480.12,316.43,616.59,273.77,565.78
"K02499",156,893.83,105,109.33,161.33,236,30.83,217,58.33,679,169,1030.67
"K02500",1241.13,2207.72,697.83,1352.54,911.49,2560.54,1047.01,811.35,984.76,1989.19,586.47,2302.65
"K02501",1241.13,2061.72,697.83,1352.54,911.49,2512.54,1046.01,805.35,984.76,1749.19,586.47,2301.65
"K02502",196,370.5,129.5,158.5,252.33,168.67,677.5,179.5,44,444,319.5,182.17
"K02503",1858.13,1999.72,1013.33,1342.04,1273.49,3857.24,1062.01,837.65,1562.76,1452.69,703.31,2782.65
"K02504",252.73,612.61,113.73,840.56,90.56,182.96,288.93,369.12,296.43,541.09,136.77,467.78
"K02505",252.73,612.61,113.73,840.56,90.56,182.96,288.93,369.12,296.43,541.09,136.77,467.78
"K02506",230.41,170.5,85.59,87.71,46.27,98.29,97.26,236.07,48.07,145.42,44.36,96.18
"K02507",252.73,612.61,113.73,840.56,90.56,182.96,288.93,369.12,296.43,541.09,136.77,467.78
"K02508",250.15,210.7,89.06,124.64,67.56,112.71,250.51,300.2,77.1,168.59,113.94,138.46
"K02509",255.55,235.9,101.66,150.04,82.16,120.91,257.51,317.4,81.1,424.19,150.14,146.66
"K02510",278.95,306.68,142.26,213.52,212.76,156.69,909.09,371.6,91.43,482.79,150.34,162.36
"K02511",470.98,339.63,134.98,205.27,112,194.59,313.85,564.53,122.51,285.01,127.97,248.81
"K02517",1302.56,2086.75,700.9,1255.77,868.88,2481.97,1113.84,969.28,1009.17,1290.76,537.05,2341.63
"K02518",1249.13,2050.14,698.33,1238.29,905.49,2503.46,1047.76,874.52,997.76,1769.69,746.31,2386.15
"K02519",1254.13,2201.14,708.33,1256.29,915.49,2557.46,1052.76,891.52,1000.76,2013.69,759.31,2383.15
"K02520",1249.13,2052.14,698.33,1238.29,905.49,2506.46,1047.76,874.52,997.76,1769.69,746.31,2387.15
"K02521",264.23,645.11,121.73,853.56,94.56,185.46,288.93,369.12,298.43,545.09,153.27,469.78
"K02523",354.23,1535.77,258.23,1001.39,326.56,365.29,982.76,709.45,353.76,863.59,326.77,1510.28
"K02525",249.82,183.38,65.39,106.31,68.23,108.05,236.84,314.21,78.44,149.59,97.62,136.13
"K02526",286.47,295.19,133.53,157.12,72.2,182.49,115.59,420.28,87.07,254.01,54.73,176.2
"K02527",344.23,1546.11,271.23,999.06,368.56,380.96,981.43,618.12,378.43,869.59,325.77,1507.28
"K02528",1249.13,2075.72,715.33,1375.04,920.49,2518.04,1053.01,894.85,1003.76,1828.69,759.31,2425.65
"K02529",7355.1,5502.7,3580.09,6228.21,4443.46,15145.66,3347.48,3005.84,6530.89,4871.5,2716.42,7932.53
"K02530",34,28,22,72,80,64,16,33.5,24,18,98.67,39
"K02531",17,15,11,36,40,32,8,85.5,12,11,147.5,105.5
"K02532",817.77,1043.55,295.32,1117.94,273.64,413.14,999.03,959.33,478.83,865.77,455.9,741.47
"K02533",289.23,935.77,161.23,148.39,216.56,129.79,901.26,348.45,116.26,313.59,151.77,160.78
"K02535",342.23,1540.11,271.23,1000.06,365.56,360.96,959.43,643.12,370.43,867.59,325.77,1501.28
"K02536",346.23,1552.11,271.23,1002.06,370.56,397.96,990.43,668.12,378.43,875.59,325.77,1514.28
"K02538",56.91,128.74,51.34,77.26,27.33,83.25,44.58,181.26,39.5,109.49,21.17,79.82
"K02548",365.63,949.89,181.83,977.54,171.82,562.21,332.51,573.52,321.76,1172.69,352.48,766.82
"K02549",309.96,1237.47,163.5,927.46,162.49,614.13,320.93,432.19,316.76,1669.02,240.8,655.47
"K02550",5.08,39.07,37.67,19.08,11.33,7.91,14.92,6.24,6.16,25,22.33,8.33
"K02551",310.63,936.39,159.83,968.54,159.49,546.04,329.51,449.52,318.76,1166.69,233.47,668.32
"K02552",284.63,773.39,149.83,949.54,139.49,212.24,339.51,410.32,315.76,871.69,215.47,575.32
"K02553",302.13,899.31,164.33,936.96,149.49,538.83,298.93,480.32,303.43,1133.69,306.97,614.15
"K02554",685.58,307.57,379.17,137.08,441.33,1996.91,70.92,84.24,583.16,357.5,72.33,589.33
"K02556",517.13,2169.81,354.83,1810.96,473.82,546.5,1008.43,783.32,604.43,1503.69,589.97,2030.82
"K02557",553.21,2366.88,446.5,1855.04,626.15,662.41,1679.35,848.56,625.59,1625.69,624.3,2057.15
"K02558",292.23,821.11,164.73,952.56,167.56,246.46,310.93,524.12,305.43,653.09,278.27,571.78
"K02560",261.23,630.11,119.73,852.56,94.56,183.46,288.93,369.12,298.43,545.09,146.27,469.78
"K02562",255.23,621.11,115.73,841.56,90.56,183.46,288.93,369.12,296.43,543.09,146.27,468.78
"K02563",1249.13,2053.14,699.33,1238.29,912.15,2504.8,1047.76,875.52,998.76,1773.69,746.31,2387.49
"K02564",417.53,791.01,152.93,960.36,189.09,276.83,323.93,521.72,323.43,771.79,508.01,632.85
"K02565",255.23,621.11,115.73,841.56,90.56,183.46,288.93,369.12,296.43,543.09,146.27,468.78
"K02566",980.8,776.98,474.66,977.12,518.16,2116.29,328.09,417.85,881.93,859.69,218.64,1128.66
"K02567",36.4,515.18,73.81,793.76,69.62,95.08,211.42,181.29,263.02,422.5,134.74,405.93
"K02568",36.4,513.18,72.81,781.76,57.62,95.08,204.42,138.29,256.02,419.5,129.74,379.93
"K02569",36.4,513.18,72.81,781.76,57.62,95.08,204.42,138.29,256.02,419.5,129.74,379.93
"K02570",36.4,513.18,72.81,781.76,57.62,95.08,204.42,138.29,256.02,419.5,129.74,379.93
"K02571",8.5,30.5,4,12,0,2.5,0,0,2,4,15.5,2
"K02572",36.4,499.18,72.81,781.76,57.62,95.08,204.42,138.29,256.02,419.5,129.74,379.93
"K02573",5.41,41.73,39.34,21.08,11.33,9.91,14.92,6.91,7.49,25.33,31.66,10.65
"K02574",7.41,50.73,39.34,28.08,14.33,9.91,15.42,6.91,7.49,108.33,38.66,11.15
"K02575",1218.04,1673.81,571.92,1166,634.76,2411.55,448.52,694.79,933,2069.94,439.83,1227.33
"K02584",4.5,616.5,15.5,8,34,8,12.5,16,12,150.5,15,6.5
"K02585",0.5,3.83,3.5,2,8,0,1,5.33,1,12.17,5,1
"K02586",0.5,2.16,2.5,1,1,0,1,2.66,0,5.83,5,0
"K02587",0.5,1.5,2.5,1,1,0,1,3,0,3.17,5,0
"K02588",0.5,4.16,3.5,2,8,0,1,6.66,1,12.5,5,1
"K02589",0,0,0,1,3,0,0,9,0,6.67,0,0
"K02590",0,0,0,1,1,0,0,3,0,2.67,0,0
"K02591",0.5,2.16,2.5,1,1,0,1,2.66,0,5.83,5,0
"K02592",0.5,1.5,2.5,1,1,0,1,3,0,3.17,5,0
"K02593",0.5,1.5,2.5,0,1,0,1,3,0,2.5,5,0
"K02594",0.5,1.5,2.5,0,1,0,1,3,0,2.5,5,0
"K02595",2.5,10.5,2.5,7,4,0,1.5,3,0,85.5,12,0.5
"K02596",0.5,1.5,2.5,0,1,0,1,3,0,2.5,5,0
"K02597",2.5,10.5,2.5,7,4,0,1.5,3,0,85.5,12,0.5
"K02598",28.07,481.02,68.14,767.76,54.45,99.75,205.42,146.12,256.19,421.17,120.91,380.28
"K02600",1249.13,2074.72,715.33,1375.04,920.49,2518.04,1053.01,894.85,1003.76,1828.69,759.31,2418.65
"K02601",1249.13,2075.72,713.33,1374.04,920.49,2518.04,1053.01,894.85,1001.76,1828.69,759.31,2424.65
"K02609",945.8,455.65,446.66,245.79,522.16,1793.49,292.76,343.65,669.6,586.69,316.64,715.66
"K02610",939.8,355.65,440.66,232.79,489.16,1782.49,286.76,329.65,662.6,464.69,180.64,701.66
"K02611",939.8,355.65,440.66,232.79,489.16,1782.49,286.76,329.65,662.6,464.69,180.64,701.66
