"","DS_1A","DS_1C","DS_1E","DS_2A","DS_2C","DS_2E","DS_3A","DS_3C","DS_3E","FS_1A","FS_1C","FS_1E","FS_2A","FS_2C","FS_2E","FS_3A","FS_3C","FS_3E"
"K01154",12508.12,9595.22,14439.96,5797.96,9787.17,9546.79,8821.76999999999,11021.45,9315.67999999999,11840.85,6502.52,15183.26,14122.6,10364.51,849.43,14806.75,12411.45,11800.81
"K01155",109.25,93.6,164.15,72.6,110.56,104.5,112.6,172.8,135.1,100.63,65.92,123.57,79.22,93.33,1.6,146.77,128.34,113.15
"K01156",714.93,602.78,845.12,344.9,647.15,653.42,379.65,495.14,451.22,793.5,366.51,782.47,970.63,883.31,56.24,759.85,715.43,604.44
"K01158",6.75,2.5,8.5,5,7,10.75,4.25,3.5,5.25,24.25,6.25,27.25,43,27,7.75,5.25,8.5,7
"K01159",14299.98,11955.28,17953.37,7281.25999999999,11151.67,12231.95,11682.64,13777.4,12306.76,15013.64,7469.95,20144.62,18539.15,13648.02,1671.48,18644.84,15022.93,14049.65
"K01160",238.14,124.78,417.38,212.45,193.8,268.94,311.84,449.05,284.93,281.03,255.29,386.05,404.27,248.61,3.05,225.54,201.08,217.66
"K01163",333.23,302.19,387.72,164.43,279.01,203.16,342.73,341.29,490.1,222.62,137.33,310.53,262.97,208.81,12.93,418.92,352.97,284.39
"K01166",2306.41,1882.75,2873.91,1031.25,1767.25,2021.66,1529,1659,1567.75,2971.24,1298.91,3345.24,4105.17,3431.16,448.75,4032.5,3052.41,2623.25
"K01167",578.74,336.02,809.86,441.32,458.69,573.06,367.15,553.81,408.91,338.08,112.79,417.56,412.73,309.66,67.09,174.12,194.71,169.84
"K01169",380,270.61,586.17,374.51,379.37,417.93,408.24,512.49,471.46,482.88,285.54,717.12,588.86,439.82,13.37,483.94,478.53,452.07
"K01170",873.98,522.66,1046,474.16,612.68,735.16,774.33,1307.99,892.66,881.32,390.16,839.66,662,528.98,33,744.67,647.66,670.82
"K01173",1797.44,1066.46,2273.83,1079.68,1423.54,1514.97,1131.76,1368.08,1230.9,1902.81,979.16,2261.41,2251.12,1607.18,135.01,1515.92,1475.62,1318.52
"K01174",913.52,634.36,1383.21,603.88,734.58,955.2,1055.23,1249.45,1055.62,963.5,609.15,1741.14,1471.03,838.38,86.59,1167.05,1049.86,889.93
"K01175",926.68,532.94,1277.45,732.83,792.09,817.2,760.1,898.15,850.809999999999,751.89,459.69,1127.02,875.01,631.37,23.48,720.05,754.23,689.43
"K01176",3495.82,1938.25,4724.59,2468.47,2992.64,3045.32,2622.13,3345.37,2856.95,2434.74,1461.81,3301.96,2966.97,2296.62,101.82,2318.31,2398.59,2182.19
"K01178",1915.25,1904.83,1855.17,415.5,1051.67,852.58,956.92,1125.83,977.42,1913.74,620.08,2169.59,2048.17,1690.5,172.41,2032.08,1566.5,1878.33
"K01179",7881.97,6172.50999999999,10738.1,4902.55,7013.79999999999,7493.61,7490.57999999999,9474.59999999999,8397.58999999999,9032.91,4497.78,12410.34,10983.71,8119,1062.75,10062.1,9035.97,8070.45
"K01180",2.01,0.66,3.32,0.99,2,2,0.33,0,2,1.99,1.99,2.67,1.33,3,0,2,0.66,2.66
"K01181",1662.84,1350.59,2367.72,1120.39,1968.53,1498.57,1250.6,1753.85,1391.83,1921.9,951.74,2554.94,2525.07,2189.37,168.67,1650.06,1653.58,1462.23
"K01182",822.23,504.87,1226.12,589.89,705.82,896.759999999999,755.799999999999,931.63,783.569999999999,852.11,531.3,1264.61,1141.67,723.52,30.5,855.43,778.95,783.9
"K01183",5560.92999999999,4448.56,7088.28999999999,2973.49,4121.65,4025.31,4242.33,4911.82999999999,4773.70999999999,4867.53,2211.66,7371.83,5714.60999999999,4755.2,704.43,5372.04999999999,4769.04,4527.84999999999
"K01184",648.16,501.33,1052.83,257,542.66,648.99,376.99,442.66,415.33,883,345.66,802.16,1071.99,1062,87,656.32,672.84,569.17
"K01185",1516.17,1025.97,2152.27,1305.25,1334.89,1411.9,1368.93,1773.93,1669.69,1827.31,936.309999999999,2564.98,2201.02,1803.3,162.23,1570.54,1705.53,1573.99
"K01186",1083.91,1105.63,1503.27,709.96,911.22,958.83,910.150000000001,1263.99,864.82,1048.11,325.06,1117.22,1162.86,897.75,86.05,1096.91,919.63,981.4
"K01187",18709.72,16168.69,22102.77,8339.82999999999,12852.23,13052.74,13911.54,15846.22,14577.26,19306.26,8261.85,25692.45,22855.5,17376.5,2244.81,21275.57,17677.37,17857.43
"K01190",4763.13999999999,3839.45,6006.71,2576.71,3507.13,3738.42,3367.09,4342.71,3831.57999999999,4716.84999999999,2000.09,5908.24,5528.86999999999,4470.08,390.1,4222.73,3962.37,4092.57
"K01191",3361.75,3250.26,4063.34,1433.54,2281.81,2110.54,2811.5,3421.05,3198.54,3427.81,1321.16,5084.28,3950.76,3116.25,493.33,3766.39,3164.85,3381.06
"K01192",1190.06,859.76,1526.29,746.79,1041.25,1100.33,980.72,1096.73,1095.23,1457.72,682.71,2481.54,1807.37,1199.52,326.38,1198.91,1167.69,995.34
"K01193",2251.84,1445.93,3111.18,1736.66,2058.96,2096.36,2085.13,2571.44,2230.1,2461.84,1546.49,3786.02,3105.58,2084.03,102.42,2547.96,2576.49,2286.29
"K01194",1163.1,828.04,1785.34,971.36,1082.24,1272.12,1075.73,1386.64,1248.5,1483.38,668.18,1973.8,1758.23,1395.13,130.02,1118.65,1177.74,1134.48
"K01195",2292.83,2263.35,2484.4,671.59,1365.15,1260.24,1712.5,1930.03,1735.9,2354.65,816.49,2973.23,2704.54,2059.05,222.79,2447.58,2026.39,2280.53
"K01197",114.04,80.84,186.24,87.17,94.43,161.34,97.74,177.79,142.2,122.04,63.6,135.53,125.74,113.33,6.33,107.8,106.6,112.8
"K01198",1353.99,1141.77,2209.17,976.59,1295.52,1332.14,1223.9,1573.45,1386.74,1858.12,793.21,2743.39,2139.43,1828.27,169.05,1494.99,1682.23,1518.36
"K01200",1145.07,601.07,1374.65,710.91,1027.99,967.36,790.07,1003.5,671.92,1313.67,1006.75,1783.57,1796.61,1170.07,52,1575.77,1585.07,1344.42
"K01201",2298.69,2147.76,2563.42,760.04,1398.6,1371.44,1275.24,1537.26,1334.27,2148.22,711.29,2406.34,2229.9,1848.62,170.08,2052.45,1627.93,1977.89
"K01205",117.34,120.67,226.5,78.74,114.68,120.41,99.17,174,151.25,222,77.92,242.17,215.17,163.17,14,103.75,75.5,118.5
"K01206",7132.22,6342.76,8420.4,2672.98,4684.46,4849.34,4562.67,5673.51,4859.27,6561.29,2325.3,8362.43,7204.87,6143.99,638.59,6688.45,5388.81,6100.47
"K01207",14017.83,11725.13,17791.69,7125.47999999999,10938.87,12051.92,11567.99,13341.34,11949.13,15021.92,7338.82,20615.16,19114.99,14266.81,1896.73,18757.83,14874.5,13633.31
"K01208",16,6.99,14.34,11.51,10.5,15.5,22.83,17.49,31.01,9.17,8.33,14.33,25.34,11.83,0.33,19,16,15
"K01209",4667.95,4390.32,5108.16,1410.66,2803.31,2563.09,2642.43,3171.54,2783.14,4263.39,1456.96,5244.56,4718.71,3788.46,330.61,4479.55,3454.7,4118.01
"K01210",1233.24,917,1657.5,460.42,1107.08,1146.67,521.16,589.67,461.58,1770.33,758,1433.74,2276.17,2128.34,141,1424.5,1262.75,1013.75
"K01212",70,31,101.2,63.66,68.66,54,67.8,71.74,40.06,80.86,24.66,70.2,79.84,89.32,0,80.86,68,92.2
"K01214",10,7,10,1,1,0,0,1,2,9,5,7,8,5,1,35,17,22
"K01215",93.65,59.49,145.58,40.99,56.36,99.91,103.51,148.33,111.32,52.5,22.17,64.83,61.69,52.05,1,80.7,61.22,55.41
"K01216",9,4,17,12,19,5,9,7,3,27,7,22,27,26,1,17,18,22
"K01218",571.52,529.19,813.01,457.97,608.17,526.48,683.84,758.34,817.99,745.69,394.5,1576.58,946.51,707.1,219.5,772.85,801.01,587.35
"K01219",9,4,10,2,4,5,4,12,4,4,6,4,12,6,0,5,3,6
"K01220",268.22,170.76,326.97,167.56,225.48,235.14,193.19,272,189.03,234.95,192.79,282.53,326.87,251.11,9.67,366.74,374.14,289.99
"K01222",2977.95,2067.32,4209.93,2405.46,2614.14,2815.12,3104.09,3604.23,3536.03,2934.12,1605.94,4896.5,3597.08,2623.95,343.76,3087.39,3152.87,2691.51
"K01223",5788.85,3830.68,8183.82000000001,4765.58,5326.07,5676.07000000001,5471.08,6684.30000000001,6118.93,5874.12,3660.2,8810.89,7111.96,4884.97,189.98,6297.72,6258.73,5649.98
"K01224",389.62,297.44,592.69,346.85,466.35,405.46,403.9,541.36,440.51,521.65,270.83,721.73,589.01,419.01,33.46,402.55,444.36,391.68
"K01226",1652.48,940.45,2171.6,1203.56,1421.45,1519.92,1220.13,1492.1,1279.22,1531.69,1023.39,2362.8,1984.52,1312.54,51.56,1681.74,1622.94,1500.7
"K01227",77.68,57.35,101.64,60.74,57.87,120.06,44.85,97.99,73.2,60.8,30.89,49.07,59.47,42.19,1,85.54,49.52,64.91
"K01230",0,0,0,0,0,1.25,2.25,2,2,0,0,0,0,0,0,0,0,0
"K01232",665.71,479.54,1063.61,630.89,639.24,786.92,671.93,857.73,764.18,712.32,448.93,1057.56,882.03,641.27,16.13,733.43,698.2,670.38
"K01233",101.06,104.35,255.75,136.82,97.66,129.24,157.9,248.3,172.78,109.47,84.77,185.11,166.33,210.6,12.16,123.07,181.36,113.65
"K01235",368.91,219,552.5,211.49,425.09,380.83,223.5,324.92,228.08,323.58,125.17,315.09,320.42,326.92,17.5,151.75,133.42,172.5
"K01236",4766.58,4133.92,5769.1,1984.2,3360.94,3520.58,3297.14,3691.56,3324.21,5246.58,2153.26,6471.16,6216.81,5101.05,658.45,5229.65,4516.79,4305.48
"K01239",3631.05,2748.6,4750.08,2067.75,2756.34,3077.73,3993.56,4538.85,4092.90999999999,4146.98,2351.55,6643.51999999999,5336.39,3548.06,508,4819.73,3959.9,3505.56
"K01240",1.5,0,2.5,0,0,2,0.5,7.5,2.5,2,0,0,0,1.5,0,0,0.5,0.5
"K01241",3731.28999999999,2767.5,4731.19999999999,1973.88,2774.91,3326.36,2630.54,2959.43,2603.05,4295.46999999999,1922.57,5281.91999999999,5789.54999999999,4461.22999999999,603.15,4808.06999999999,3755.1,3343.64
"K01243",6496.09,5001.07,7586.11,3150.14,4641.41,4718.23,3889.25,4571.87,4082.3,5879.38,2773.64,7704.69,7030.01,4927.7,401.35,6216.66,5341.57,5458.34
"K01246",8893.4,7024.25,11096.25,4719.27999999999,7173.38,7695.48,6672.83999999999,7492.48999999999,6962.17,10104.69,5134.53,14090.8,13364.74,9531.39,1291.06,11559.92,9693.06,8748.92000000001
"K01247",7789.32,6086.11,9413.94,3474.5,5342.9,6677.55,5506.83,6440.62999999999,5513.25,8030.83,3485.34,10295.5,10242.44,7827.53,954.31,9058.8,7138.1,6867.89
"K01250",696.01,577.44,1106.89,485.53,535.96,688.649999999999,818.659999999999,1040.94,899.96,515.06,325.86,781.01,670.82,465.91,28.72,783.53,532.07,583.55
"K01251",14696.78,12242.28,18320.73,7384.43999999999,11320.13,12596.53,12352.75,14942.46,13021.83,15785.13,7710.67,20955.74,19178.73,14062.81,1751.26,19210.88,15494.41,14515.12
"K01252",968.02,666.49,1379.8,736.71,800.57,944.16,921.19,1159.17,1014.58,1355.06,864.83,1873.56,1649.54,1128.19,47.22,1124.49,1259.6,1102.86
"K01253",108.25,62,127,71.17,82.33,123.84,59.59,52.41,55.33,83.49,38.5,185.49,184,162,16.5,89.5,82.16,67.67
"K01255",16414.65,13422.6,20387.18,8292.72999999999,12704.14,14303.49,13251.67,15241.18,13668.11,18052.82,9048.02,24789.03,23001.89,17222.42,2327.54,22387.08,17848.98,16114.96
"K01256",9689.31,7336.02,11782.29,5120.81999999999,7236.12,7925.25,7317.62,8566.41,7667.05999999999,9840.77,4875.72,12890.26,12399.79,9235.75,1182.69,10982.06,8995.7,8417.27
"K01258",5198.44,3699.16,6982.97,3187.36,4419.54,4761.27,4568.67,5337.91,4936.03,5031.87,2801.09,6862.16,6608.81999999999,4851.72,397.15,5697.64,5023.58,4361.90999999999
"K01259",7614.03,6061.34,9863.17000000001,4033.8,6238.11,7198.51,6105.19,6735.07,6468.52,8920.75,4509.42,12401.49,11951.38,8955.05000000001,1214.86,9764.98,8176.86,7130.37
"K01261",253.71,161.26,308.71,165.14,221.59,213.64,202.71,271.75,187.52,237.96,190.37,278.44,332.32,259.25,9.67,361.77,386.18,282.49
"K01262",18657.6,15411.16,22806.6,8763.33999999999,13983.74,15235.73,14346.77,17003.54,15033.05,19012.15,9045.32,25261.53,22914.98,17008.31,2038.56,23190.92,18507.19,17878.77
"K01263",42.65,48.9,105.2,34.75,42.2,83,33.45,50.75,39.95,104.5,37.5,91,103.75,124.75,12,33.25,43.75,15.25
"K01265",20864.8,16459.35,26368.14,11239.27,16281.67,18071.8,17547.87,20875.94,18757.01,21855.82,11172.4,30218.82,26709.83,19426.22,2472.33,25586.43,21307.11,19723.59
"K01266",803.649999999999,579.77,1161.57,542.88,702.39,784.74,759.69,1012.39,894.02,620.52,309.06,826.75,821.159999999999,626.77,82.77,807.22,538.12,522.14
"K01267",781.71,608.48,1111.89,535.97,690.21,723.03,890.32,1059.04,972.12,904.58,652.72,1209.23,1122.87,859.2,43.66,924.38,875.54,796.05
"K01269",292.08,214.26,346.43,141.26,219.96,209.83,230.9,233.16,221.9,410.05,285,560.65,516.66,263.6,14.85,377.1,334.91,322.76
"K01270",1631.15,1055.19,1992.94,1119.67,1366.97,1368.03,1316.84,1462.16,1610.38,1365.08,838.01,1963.63,1717.19,1141.69,79.75,1433.4,1324.58,1198.89
"K01271",3776.96,2604.74,4994.45,2536.03,3256.14,3688.63,3209.77,4034.47,3492.88,4449.69,2563.31,6284.18,5549.79,3785.67,275.66,4291.28,4078.95,3671.9
"K01273",6780.33999999999,5735.55,8666.72,3445.37,5291.59,5802.06,5600.34999999999,6597.66999999999,5961.01,7413.96999999999,3457.17,10092.49,8753.00999999999,6925.73,847.01,8841.27999999999,7282.32,6911.13
"K01274",247.75,164.45,289.56,204.97,254.47,187.07,210.54,275.18,186.45,290.73,224.79,345.86,390.39,298.71,13.17,401.34,423.47,354.18
"K01277",55,28,79,70,56,72,31,44,32,60,36,51,46,68,1,48,41,37
"K01278",3969.23,3323.07,4910.01,1843.16,2784.44,3308.73,3116.26,3734.8,3192.14,4031.37,1832.64,5542.7,4663.46,3801.24,498.3,4918.26,4034.8,3940.27
"K01281",941.94,692.35,1335.84,692.4,783.41,880.33,1049.99,1198.42,1180.42,1092.37,696.09,1822.12,1502.39,1138.08,257.33,1300.98,1399.8,1005.18
"K01283",392.4,343.04,542.36,175.42,307.26,412.06,256.7,270.19,220.91,391.68,138.11,464.91,475.9,510.23,42.13,534.89,444.07,431.24
"K01284",3209.53,2520,4238.47999999999,1825.86,2466.12,2969.86,2556.12,2939.51,2665.62,3938.73999999999,1890.74,4664.77,5268.79999999999,4176.37999999999,509.38,4689.68999999999,3670.64,3272.3
"K01286",8980.95,6879.72,11473.49,4913.89,7069.73,7945.56,7812.95,8607.81,7875.14,11688.2,6149.62,15877.53,15719.06,11827.43,1624.73,13707.57,11493.44,9630.69
"K01295",5888.26,4835,6995.7,2119.26,4005.5,4287.58,3518.29,3924.2,3493.77,5604.61,2310.89,6738.66,7168.4,5665.71,532.13,6119.29,4811.75,4740.09
"K01297",5250.31,4097.44,6495.11,2868.96,3875.2,4638.28,4156.53,5108,4508,5003.62,2364.21,6281.86,5998.41,4632.06,572.31,5552.38,4726.32,4578.04
"K01299",2960.4,2061.65,3709.89,1769.05,2438.48,2605.96,2718.77,3242.29,2858.67,2714.93,1503.24,4521.99,3546.14,2454.52,265.46,3289.75,2676.58,2464.65
"K01301",2193.82,2191.31,2379.82,536.15,1236.66,1342.42,1114.89,1298.63,1102.81,2217.64,737.17,2600.33,2272.99,1822.64,189,2468.8,1848.49,2197.32
"K01302",19.5,14,37.5,12,15.5,31.5,19,24.5,17,14,13.5,72,36.5,18.5,0.5,10.5,9.5,7.5
"K01303",339.67,334.93,380.48,151.93,365.43,244.58,232.48,230.97,241.02,379.22,212.17,558.07,447.47,343.1,30.1,515.1,375.05,368.9
"K01304",4096.97,2801.91,5189.02,2285.19,3133.05,3580.1,3078.94,3497.53,3046.8,4350.4,2239.65,5495.27,5807.62,4306.12,472.14,5492.23,4326.42,3845.66
"K01305",134.56,126.06,241.94,94.67,118.36,156.99,164.03,235.29,219.13,123.98,92.9,224.16,192.53,94.45,5.29,169.99,118.85,135.86
"K01308",470.58,234.75,561.62,295.92,405.08,467.58,259.08,287.83,227.93,550.5,371.67,920.23,774.5,398.68,15.12,610.89,527.29,529.3
"K01312",11,2,16,1.5,5,5.5,13,39,38.5,8,3.5,8,9,2,0,5.5,7,7
"K01318",87.24,109.68,94.42,90.68,75.55,70.23,53.4,55.6,39.73,65.47,64.23,135.29,65.09,40.06,2.68,71.41,106.64,79.07
"K01322",7995.80000000001,6583.74,9734.15000000001,3271.82,5199.19999999999,6307.02,4889.78999999999,5573.52999999999,5148.98,7395.28,2874.67,8656.87000000001,8606.84000000001,7290.80000000001,839.71,7327.49,6162.22,6266.56
"K01338",20198.55,16570.59,24651.27,9513.24999999999,15304.66,16749.51,15967.61,18667.19,16620.85,20467.87,10406.28,27379.65,25584.68,18605.61,2155.66,25410.37,20272.12,19265.57
"K01342",696.77,329.78,763.33,330.34,573.33,557.99,361.33,375.33,286.33,912.34,622,1670,1380.44,566.32,20.33,936.34,850.78,829.77
"K01347",0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0
"K01354",6653.43,5243.49999999999,8051.15,3198.78,4747.85999999999,5271.18999999999,4484.40999999999,4917.72999999999,4420.98999999999,6785.9,3056.59,8806.06000000001,8544.23,6689.79,886.86,8161.19,6581.31,6117.96
"K01355",29.5,12.5,65.1,28.67,19.7,35.4,38.87,65.1,33.6,37,39,50.1,67.1,38.6,0,25.37,21.57,29.27
"K01356",15268.99,12671.76,19297.32,7683.53999999999,11907.03,13031.87,12321.71,14515.74,12881.69,16436.36,8319.27,22129.86,20385.88,14829.86,1700.1,19979.27,16264.26,15211.94
"K01358",19974.43,16119.8,25622.45,11022.15,15799.5,17547.1,17908.18,20701.82,18902.3,21410.71,10963.37,30864.34,26977.25,19462.87,2743.03,25373.36,21429.56,19278.46
"K01361",294.58,165.08,391.36,190.25,244.61,304,271.75,321.36,224.22,281.92,193.5,252,349.86,332.33,10,388.25,402.61,318.61
"K01364",4.5,0.75,7.75,1,2,11,2.25,4.25,2.25,2.67,0.5,0.5,2.25,1.33,0,2.5,1.5,1.75
"K01372",529.96,333.49,812.74,454.5,490.7,648.92,628.16,767.67,492.3,440.5,323.99,508.59,691.35,460.56,40,522.2,499.22,413.16
"K01385",82,74,186,50,65,72,125,206,182,67,36,85,83,104,2,104,97,60
"K01387",918.82,371.95,1065.69,486.36,573.78,618.79,282.98,355.44,328.49,277.52,176.09,412.57,363.85,356.29,19.4,151.9,187.14,183.27
"K01389",175.5,96,214,87,85.5,124,145.5,178.5,133.5,282,178,325,349.5,169,8,205,192.5,194.5
"K01390",169.25,80,175.25,101,160.09,123.5,105,152,96.5,186.83,159.42,185.67,264.25,203.83,9,290.67,309.34,235.25
"K01392",318.14,224.53,442.32,106.38,211.68,234.15,192.41,245.22,180.61,318.46,152.96,514.98,435.91,441.59,45.15,301.72,351.86,289.72
"K01399",10,7,19,18,33,38,6,8,45,30.33,13.33,23,53,55,12.66,85,42,36
"K01400",8,1,8,14.67,1.33,23.33,2.33,4.33,0,17,0,2,15,3,2,14,20,25
"K01401",29.06,39.27,35.13,30.65,33.73,21.73,16.2,22.92,31.2,17.96,17.2,42.11,18.13,13.2,0.67,22.07,26.46,19.58
"K01406",1147.44,881.509999999999,1423.23,581.159999999999,973.64,962.66,769.169999999999,868.399999999999,820.35,1429.37,694.739999999999,1798.61,1668.59,1382.02,133.68,1193.85,1054.75,925.56
"K01407",640.75,436.01,915.95,564.04,609.45,603.489999999999,672.67,799.72,755.6,715.53,437.9,1077.45,819.8,564.94,19.48,690.69,716.09,644.64
"K01408",11,11,14.5,4,2.5,2,2,3,6,13,14.5,12,11.5,12,1,40,18,26.5
"K01409",15973.69,13037.22,20127.73,8379.59999999999,12685.66,13786.04,13150.79,15697.01,13914.7,16714.39,8626.51,22447.59,20719.17,15061.59,1744,20758.38,17033.92,15673.44
"K01414",3239.03,2521.46,3922.01999999999,1890.62,2845.14,2935.22,2142.72,2445.34,2378.29,3442.86,1895.98,5010.97,4438,2923.26,334.13,3417.64,2934.76,2897.99
"K01415",4424.84,4355.02,4432.01,1168.86,2555.04,2073.2,2324.15,2586.34,2423.84,4162.36,1363.52,4903.88,4414.53,3525.48,337.83,4542.53,3612.33,4293.36
"K01416",139.22,157.18,266.75,122.67,197.73,133.27,209.99,358.28,322.03,184.55,77.6,247.67,236.25,241.18,21.16,127.47,263.1,156.15
"K01419",11546.02,9536.17,14101.21,5758.24999999999,9135.75,9855.62000000001,8628.32999999999,10404.2,9045.26,12583.67,6488.54,16451.36,15405.14,11301.36,1205.75,15322.81,12378.06,11769.77
"K01420",13535.75,10817.35,16726.55,6781.15999999999,10612.23,11762.58,10553.33,12453.41,11184.8,13866.19,7115.25,18366.1,17018.44,12706.64,1388.99,16954.05,13479.57,12710.68
"K01421",2109.36,1451.76,2993.5,1617.31,1920.55,2196.45,2247.11,2623.1,2299.78,2323.71,1466.11,3706.18,2972.71,2085.74,278.2,2374.82,2372.44,2003.4
"K01424",6574.59,4377.51,8662.26,4087.59,5183.33,6326.11,5747.64,6728.66,5975.88,6432.57,3756.47,8521.05,8253.59,5684.95,533.05,7128.4,6154.12,5438.61
"K01425",4569.61,3280.44,6103.47999999999,2529.94,3670.02,4112.65999999999,3373.99,3753.91,3436.04,5347.85999999999,2797.11,6586.35999999999,7297.95999999999,5408.25999999999,560.82,6172.54999999999,5033.02999999999,4502.86999999999
"K01426",21971.72,17060.87,27978.24,10919.47,16346.13,19757.58,18850.13,20953.64,18769.54,26157.16,12562.41,34966.36,34765.4,25665.87,3278.49,28276.25,24008.47,20423.36
"K01427",14,7,15,3,3,15,11,21,8,0,0,0,0,0,0,0,0,0
"K01428",5176.28,3865.75,6349.8,2424.3,3727.51,4357.09,4077.54,4591.42,3920.54,5507.68,2656.81,7002.54,7573.91,5734.65,711.93,6854.18,5369.96,4667.85
"K01429",3495.03,2500.77,4246.03,1642.93,2759.68,2865.52,2360.11,2807.01,2353.56,3648.96,1781.23,4549.5,4636.27,3526.96,352.95,3607.51,3057.64,2692.1
"K01430",3553.53,2532.77,4346.03,1671.93,2795.18,2940.52,2450.61,2879.51,2422.06,3670.96,1799.23,4584.5,4671.77,3566.96,355.95,3624.51,3080.14,2716.6
"K01432",662.69,494.61,736.45,276.63,451.56,516.1,491.24,528.17,407.71,720.39,314.55,1039.78,813.32,570.24,114.91,652.6,479.69,482.99
"K01433",7991.88,6033.57,10157.12,4334.18999999999,6007.82999999999,6853.26,6341.61999999999,7145.46999999999,6590.2,8711.31,4249.15,11883.37,11328.57,8327.44,1159.91,9995.03,8133.25000000001,7271.71
"K01434",5296.99,4418.1,6507.09,2423.91,3755.39,4401.76,4155.53,4821.9,4267.73,5634.79,2510.52,7848.73,6590.28,5127.39,702.04,6556.66,5212.68,5107.98
"K01436",3470.94,2459.74,4734.45,2377.71,2955.53,3611.34,3604.77,4087.85,4002.58,3511.69,2034.37,5649.44,4641.16,3234.79,458.93,4372.93,3851.86,3211.44
"K01437",2.5,3,1,4.5,7,5,3.5,3.5,0.5,2,4,2,9,3,0,5.5,4,0.5
"K01438",12922.06,10848.36,15417.43,5685.84999999999,9560.92000000001,10156.37,9011.58999999999,10463.6,8882.73,14749.21,7007.11,18888.57,17769.59,13423.75,1491.97,16671.05,13393.19,13254.11
"K01439",9702.05,7385.86,12450.97,5581.73999999999,7938.84,8960.73000000001,8425.26,9907.23,8889.92,10823.98,5714.74,15516.41,14107.56,10130.79,1316.99,12252.79,10377.87,9153.82000000001
"K01442",1648.69,1256.19,2055.02,744.23,1110.92,1370.68,1381.46,1503.18,1307.26,2136.26,985.5,2499.2,3027.13,2278.48,373.42,3273.04,2273.69,2045.68
"K01443",8378.29,6939.78,10412.14,4140.19999999999,5949.84999999999,6707.09999999999,6810.39999999999,7757.85999999999,7284.05,8474.25999999999,3758.04,11403.44,10715.43,7851.65,1090.25,10433.74,8424.04,8103.15
"K01444",748.58,466.75,1065.9,549.62,755.62,874.24,974.74,1289.05,1003.92,955.89,661.65,1205.43,1243.24,940.39,70.48,1576.42,1295.29,1096.77
"K01446",32.56,26.32,47.18,18.6,19.53,43.5,22.65,28.42,18.95,23.1,18.5,33.06,24.18,15.86,0.67,24.57,29.76,30.58
"K01447",3253.42,2635.15,3990.84,1534.95,2468.83,2882.45,2134.32,2455.15,2113.07,3987.77,1900.6,4994.84,5196.13,4453.09,562.24,4588.93,3575.55,3087.02
"K01448",18579.22,14937.26,23732.57,10283.17,15251.61,16187.7,14376.96,17058.27,15428.04,20520.69,10952.03,27590.33,25221.21,18172.21,1869.82,23667.16,19723.72,18516.09
"K01449",2492.75,1509.57,3228.14,1638.16,2288.39,2407.31,1677.31,1964.17,1683.04,2772.53,1933.19,4310.58,3741.83,2132.28,80.74,3212.03,2755.1,2582.37
"K01451",10455.8,7812.09,13425.58,5391.16,7877.72,9187.17000000001,7647.63,8701.83999999999,7904.89,12406.98,5694.07,15546.93,16400.95,12584.09,1757.02,12996.54,10842,9345.03000000001
