"","BulkRAG1","BulkRAG2","BulkRAG3","BulkRAG4","BulkTP1","BulkTP2","BulkTP3","BulkTP4","RAG1","RAG10","RAG11","RAG12","RAG13","RAG14","RAG15","RAG16","RAG2","RAG3","RAG4","RAG5","RAG6","RAG7","RAG8","RAG9","RTP1","RTP10","RTP11","RTP12","RTP13","RTP14","RTP15","RTP16","RTP2","RTP3","RTP4","RTP5","RTP6","RTP7","RTP8","RTP9"
"K01589",46369.67,66557.5,49335.7,41987.75,70722.83,69807.1,59819.06,45374.24,84517.07,65092.47,11824,48673.65,54045.3,61110.38,53306.1,15155.5,81269.58,85724.84,75547.64,51686.9,98349.01,75197.57,57599.33,32379,72461.27,71008.1,65933.42,48765.44,73629.14,67285.3,72483.03,46549,64531.63,71189.8,56305.03,82070.15,73748.96,69432.8,31152.97,71951.74
"K01590",0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.5,0,0,1419,0,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0
"K01591",67298.34,91476.84,66638.2,55373.92,111978.66,107363.76,93040.62,68743.91,123636.07,102366.64,12849,64336.15,79623.14,86819.21,76254.6,18379.5,109466.25,125477.34,100775.46,86309.23,107129.51,109205.57,68328.33,43241.33,114888.27,111405.1,101839.09,74081.27,113789.81,104813.97,110419.36,68438.5,101759.29,109187.13,83667.03,125656.65,113646.79,103061.13,40266.97,110504.96
"K01593",7858.34,14528.5,6937.67,11303.67,12321.16,12691.82,9797.5,5867.34,19180.5,16905.67,6632,18377,10863.01,17002.33,15230.33,6929.5,16042.5,17930.5,16463.65,12785.83,4635.67,19576,4674,4702.33,10792.67,12679.83,11209.5,7317.5,13513.67,11695,11673.83,8375.17,10114.16,11237.16,8804.5,14117.16,11488.99,10790.33,3403,11151.5
"K01595",33413.67,43526.01,31670.17,29696.67,56291.66,52986.16,50771.33,28938.84,59124.16,46710.01,8829,34636,32803.84,48279.06,36079.17,11258,61748,59119.34,51684.83,36425.83,89692.34,56065.33,48459.33,14067.33,55537.5,49997.34,46267.01,32821.67,54565.17,51090.01,54820.83,35478.17,40586.49,55453.66,44235.5,64677.65,55735.32,52013.66,22568.67,52783
"K01596",23654.5,35791.5,27181.67,17041,28188.83,27929.5,28294.16,18572.17,37323.33,28938.17,2566,16553.5,17584.83,24556.83,22789.5,2710,29418.5,37358.84,27244.34,20366.17,13383.17,28777.83,11377.5,10683,35763,33804.17,29438.67,20932.84,33568.5,30500.67,32936.5,16432.17,27099.83,34622.33,24175.5,40164.49,32970.49,29748,11602.67,32854
"K01597",145,1099,939.17,73,1125,1065,423.33,187.67,3742.66,2126,0,225,1723.67,1243.5,641,0,12885.33,4043.67,8026.17,1389,939.67,1711.33,505.5,276,1061.5,1578.17,1023.67,335.67,1573.66,693.67,866.67,120,1333,760,234,2869.16,1674.33,665.33,236.67,637.67
"K01598",1422.67,1696,1592.33,1038,7404,8289,7328,4600.67,3249.34,3105.33,0,2175,2023.67,2178,1410,320,2947.33,3124,3310,2881.33,1128,3163.34,1135,1320,9334.67,8689.33,7563,4820,8396.67,8468.33,7463.33,5419.33,7918,8740.67,6757.33,10231.33,10096.67,9223,4059,8076.67
"K01599",55050.68,82876.02,59882.2,49923.76,83938.82,82940.08,67693.07,51742.25,112240.07,81275.98,11824,56434.15,71244.32,77183.87,65669.6,15545.5,101387.59,111949.34,92747.1,67368.89,103357.51,95639.57,63107.33,36580.99,83791.27,84178.1,77288.43,55300.43,86953.48,79563.31,85348.02,53142.5,74860.61,83289.79,64746.03,96184.82,85164.45,79028.79,30769.97,84394.56
"K01601",5480,7740,6451.5,7242,27818.5,25560,23744.5,17338,12860.5,12247.67,1343,8483,14204,8703.5,8506,2058,12815,14967.5,10408,11308,9378.34,13487,1271.33,0,24950.5,22206,24083.5,16974,22851,26338.5,20123,17214,23265,22598.5,20710,25717,24074.5,23480,12524,22138.5
"K01602",1717,2080,1633.5,1426,3372.5,1954,1978,1384,6036.5,6953.67,1343,3366,5238,4902.5,3587,0,3063,5177.5,3467,5082,1599,5234,1073,0,1765.5,2028.5,1739.5,1358,3425,2960.5,2961,1610,1524,2865.5,3771,2092,2473.5,2345,421,2652.5
"K01607",39277,58318,35149.2,22355.75,69171.83,62970.1,58675.29,43578.4,71648.57,69696.97,10971,36672.65,61458.63,57396.08,46556.6,11084,59442.42,77689.17,61384.47,60694.07,284582.86,56842.9,141509.82,30825,71629.27,66508.93,63134.25,49544.6,75366.31,63072.8,86175.53,46287.67,62195.63,62631.63,53472.2,73998.66,80114.96,62940.8,26523.8,64114.96
"K01608",1717,4026,3730,4593,3684.5,3134.17,2879.83,1918.5,4842.67,5875.67,1343,4078,4761.16,3278.63,3518,0,4932.17,5929.67,4740.67,3581.67,3687,3762,1635,0,2303.83,4515.67,4576.67,2586.17,6315.17,3225.67,3081,2388,2206.5,2821,2699,4370,4392.83,3884.67,0,2496.33
"K01609",63913.67,84615.17,62615.53,52578.25,110974.33,106282.1,92741.62,67434.57,112810.74,96311.64,12849,60230.15,70290.8,82606.58,72857.27,17423.5,113017.58,113304.67,100743.14,81548.23,106945.84,104429.24,68096.33,40811,113059.27,109374.1,99699.42,71836.27,110691.81,102390.3,107205.36,66872.5,101296.63,106646.8,82214.03,123019.32,111518.13,101240.8,40030.3,107493.96
"K01610",17039.17,26145.01,19412.03,15984.92,41340.33,39796.93,31359.96,25655.74,38506.07,31559.3,4162,18759.65,28463.64,23762.38,20455.1,5803.5,47924.92,42057.17,41582.79,26115.73,81031.34,30593.57,42333.83,18030.33,36308.77,36839.93,37411.92,27784.43,38855.81,36550.8,40040.86,26347.33,35566.79,37787.3,30147.53,42441.16,39612.8,37622.13,17292.97,38901.46
"K01611",19052.67,24876.84,24969,17889.67,23785.83,23851.66,14355.56,15874.67,35476.5,26389.34,5638,12142.5,15992.84,22799.13,17583,4567,41660.67,37628,40004.32,22955.33,15246.5,34975,13864,28652.33,22576,25904,20989.17,16166.83,22536.34,21437.67,23923.33,14240,25516.66,24450.83,20987,27920.83,28165.33,23481.33,11041,24685.39
"K01613",40303.5,67611,44768.37,43022.75,80679.83,78509.6,64979.45,48293.57,96424.23,71257.97,12313,50792.15,58364.63,65918.38,52939.6,15793.5,87670.25,93730.84,82784.64,57206.07,98087.51,77404.73,57107.33,35194,78336.6,78222.27,72762.42,51745.94,77525.47,76044.47,76762.2,50556.67,73598.13,74451.13,57433.7,89090.82,84366.29,73898.8,29928.47,76334.46
"K01615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K01616",0,4476,513,0,0,0,0,0,2343,3107,856,0,1261,1902,2124,1967,1099,2131,0,1311,0,0,0,4658,0,0,126,92,0,0,604,0,0,0,0,652,3520,0,0,620
"K01617",0,1775,1336,0,2649.33,2707.33,1466,800,3751,3543,0,1175,4707,4860,3047,459,5080,3499,2904,4338,2303,1411,831,0,1645.67,2764.33,1839.33,1771,4729.67,2701.33,2570.33,1908.67,2536.33,2706.83,2322,3530.33,7045.33,2209,0,2724
"K01619",52151.84,70392.34,50728.2,43490.92,63901.16,62940.26,50985.12,37406.91,93880.07,75277.14,11506,50320.15,54259.14,63356.21,58777.6,14636,91528.25,92747.34,83389.46,65385.23,97784.51,84532.07,56888.33,38288.33,68752.27,69866.6,57953.59,41742.77,71353.31,59230.97,71700.36,41471,60771.79,65565.13,48913.03,77727.15,72181.29,61736.13,19585.97,69277.96
"K01620",59667.34,79887.34,53396,44840.67,94394.16,90524.16,79527.22,59014.51,112010.67,89930.34,10030,57132.5,71380.34,75536.46,67395.5,14781.5,101617,113335.34,94069.16,74626.83,167080.51,94628.17,90909.83,29499.33,97828.17,95133.5,88193.34,65313.17,97588.51,87694.67,102269.16,61506.5,84353.49,93941.33,71689.33,109125.65,91864.49,87362.33,34109.17,94186.56
"K01621",21532.34,29748.17,23136.5,21792.67,14168.66,12227.49,12861,7873.17,37618.84,33408.01,9005,26255,25364.17,32368.16,29515.5,9012.5,30089.17,40083.5,28033.32,24977.83,77683.84,40123.67,40557.33,11301.33,15729,16366.5,13938.67,10774.5,17991.51,13521.17,25584.16,8633.67,11669.16,17439.66,13574,18916.33,12398.99,13354,2208.33,14920.16
"K01622",197,768.5,485,418.5,410.5,508,232,186,1304,1848,0,1097,433.5,978,627,0,1217,1758,701,748,141,606.5,197,179,289,385,260,190,281,424,296,0,787,297,0,846,336,291,0,331
"K01623",4262,8821,5226,5016,17241,17721.5,14182,15424,18668.5,14551,1343,6737,16742,9718.5,7324.5,2923,11116.5,19720,9843,7892,73675.84,8116,35581.33,8933,17963.5,21517,20842.5,17208.5,22272,17042.5,30076,13733.5,21180.5,17788.5,13337.5,19612.5,19992.5,18313,10954,17777
"K01624",61043,84551.5,60564.7,54257.25,81597.33,75074.77,67307.84,45073.4,106143.74,87372.81,14016,60619.65,63813.12,75578.71,65635.6,16194,103443.59,100399.34,93978.64,77146.74,36982,97905.9,32193.5,34040,85006.43,78094.77,69195.42,49109.44,79759.98,74814.47,75471.53,48201.17,69870.63,79256.13,62190.7,90637.66,82327.29,72718.14,29792.3,83603.51
"K01625",37078.84,57690.84,38597.33,36040.67,65095.99,62495.66,52019.61,38517.34,81499.68,56325.01,11648,41663,49721.33,53522.29,38604.5,12613.5,66325.34,77911.84,70019.66,50701,97248.34,68951.84,54469.33,23033.33,63290.67,63047.33,60035.17,44993.17,65543.52,59654.5,67352.32,44098.67,57688.32,61167.16,51711.33,73114.49,65909.82,62508.67,24833.5,63442.44
"K01626",39125.17,61803.83,41563.5,36174,72396.16,69376.33,61594.66,44106.84,79253.67,63036.17,11204,49472,53913.5,62448.73,50525,15195.5,68185.83,85457.34,61785.84,47680.5,159525.85,66662.67,85175.16,24833,72518.84,70531.83,64295,48638.34,78992.01,67163.33,80950.16,47159.67,61812.66,70574.33,54910.83,85692.98,77594.99,70303,27313.17,70388.34
"K01627",26635.17,37023,26280.83,27338,69833,66558,58150.5,40271.67,57369.84,46437.33,7295,37631.5,37593.67,49141.8,38322,10520.5,66066.33,59695,55320.5,38818.33,89000.84,51634.34,48889.33,14882,64841.67,64013.33,59499.5,43824,65617.17,64955.83,62521.33,41830.83,60776,61844.17,48942.33,73009.33,68023.67,62794,26086.5,62334.67
"K01628",29746.67,43759.18,30545.83,27256.92,72342.33,66067.5,60459.89,40280.84,68345.17,59864.17,9487,37572.75,43740.67,48682.71,46233.17,12839.5,58096.42,72485.34,59829.33,56234.83,18307,62480.17,13859.5,10905.33,70416,65904.67,59939.26,41704.5,62327.34,66101.34,58508.16,40092.83,60093.49,62827.5,51347.33,70830.16,72611.83,60630.33,15078.17,67196.22
"K01629",1902,319,207.5,212,0,128,0,0,459,558,0,0,363,292.8,231,0,450,594,340.5,381,199,3163,249.5,0,817.5,934.5,0,0,134,0,897,0,0,101,0,127.5,745,0,0,0
"K01630",335,4422.17,403.33,0,1352.5,2400.17,2093,1190.67,5533.67,4362.33,0,2682,4119,1335.3,3346,403.5,2519.5,10785.17,4996.67,4771.5,1880,4899.67,402,0,2038.67,2287.33,2075.5,915.5,1637.67,2147.83,1436.83,1725.83,2233.83,2757.17,1813.33,3272.83,2639.67,2098,331.17,4467.17
"K01631",5628,10403,5808,3694,3993.5,4156,4097.5,2013,17570.5,10865.5,1343,7909,13983,9396.3,8199.5,956,11176,16578,12151.5,7570,73359.34,8510,32533.33,4275,6406,5474,5914,4401.5,6257,5814,13704,6359,5198,5611,3747.5,9817,5951,5949,8830,7230.5
"K01633",39367,58263.33,41044.87,26706.75,91143.33,85785.6,76835.06,56024.57,78851.4,69594.64,6043,39798.65,54613.96,52542.38,44487.43,10660,75583.92,81882.34,73608.47,53686.24,95970.01,62716.23,55388.83,31644,93024.1,87482.6,84133.25,61581.44,90742.14,84364.8,89107.7,55201.67,85796.13,85064.63,66942.7,100145.99,91691.79,82971.47,35574.47,87544.57
"K01635",6866.34,8377.51,6160.83,10360.67,3910.83,4794.16,3243.17,2088.34,13277.17,12620,5776,16658,8825.68,14004.83,11865.67,6929.5,12321.83,16349.5,13829.49,10835.49,3852,17346.34,4281.5,3810.33,2915.17,4794,3592.84,2226.83,5264.67,3700.67,4630.16,2685.83,2881.16,3905.5,2878.83,5338.66,3732,4274.66,1017,3266.5
"K01637",25329.17,29726.84,31596.67,19895.42,22075.83,24570.66,19354.33,19985.84,43902.66,29193.67,4162,17896.75,27181.34,31084.38,24383,7735,47959.75,43907.17,40199.49,24579.83,81320.51,32596.33,41354.33,27443.33,26686.33,28787.84,28212.59,21014.67,29429,21069.34,33508.5,17357.5,27042.66,25578.83,17554,30892.49,27621.66,23302.33,13245.67,27259.5
"K01638",47438.67,56349.34,47307.67,38597.42,45471.16,48690.66,40332.66,33219.34,70970.33,51026.34,11648,38922.75,42952.5,54160.51,52562,14719.5,70295.42,74778.84,60017.16,38604.5,93318.51,66892.33,52872.33,27056.33,49024.83,45702.34,42573.09,32354.34,51365.51,41639.34,51526.83,32441.67,40725.99,49579.66,38596,57168.65,46762.32,44489,18425.67,48525.5
"K01639",364.67,685,403.33,487,3203,2270.5,2106.5,443.67,1796.84,1741.33,0,1706,447.67,626.3,1155,36,2918.33,2750,1824.5,1086.33,2571,1416.34,1377,0,1245.67,2535.83,2112,1946,3612.67,1993.83,2830.33,1280.83,934.5,2356.67,1812.83,3670.83,3029.67,2253,354.5,1964.67
"K01640",40597.67,58699.84,42448.17,35906.42,67011.66,64867.16,57014.33,39298.84,75034.83,69292.84,14194,51584.75,59491.17,64790.41,54127.5,15821,77554.92,86821.84,75393.66,59623,35617.17,67773.33,27603,29518.33,67679.5,59872.17,60320.09,42382.17,63176.84,61408.84,59649.33,40775.17,59806.49,62755.66,50718,72712.82,68473.82,60004.33,20501.67,67925
"K01641",342,1948,813.17,373,2084,962,655.33,373.67,3902.66,3642,0,995,1763.67,2035.5,1219,0,13422.33,4053.67,8253.17,1693,1080.67,2492.33,644.5,455,1669.5,1728.17,1323.67,525.67,1241.66,756.67,651.67,120,1328,885,0,2801.16,2350.33,362.33,236.67,968.67
"K01643",0,0,0,0,62,0,40.89,0,0,0,0,1166,0,1.3,565,0,223,2915,0,0,1599,0,0,0,0,0,0,519,0,0,0,0,1028,479,0,0,0,0,0,73.89
"K01644",46832.67,73496.84,50944.5,30933.67,82515.49,81888.66,74967.22,56350.67,83559.84,65051.51,5252,39362.5,58480.66,51461.29,51412.5,12388,67805.01,94968.34,60425.16,47715.67,165294.18,60232.5,80431.66,24336.33,81856.5,77632.5,76436.17,60180.17,85098.02,77714.17,85370.99,55084.84,74240.32,80286.49,62634,93093.49,86701.65,77341.67,33376,83333.05
"K01646",0,0,0,0,62,0,40.89,0,0,0,0,0,0,1.3,0,0,223,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,479,0,0,0,0,0,73.89
"K01647",109962.01,147678.33,109677.54,84348.17,161763.32,154649.42,137140.88,101017.75,195331.57,165900.31,23464,97937.4,129885.13,137491.29,119523.26,27196.5,167311.5,195028.18,158609.96,136127.57,254926.53,162115.9,147229.49,76589.33,171892.1,166242.77,151852.67,111073.62,172723.65,152427.3,177190.36,104510.34,150549.62,162858.29,127752.03,188809.3,180550.94,153813.14,57358.64,165139.57
"K01649",106584.18,151608.35,104556.53,84977.09,205046.32,192397.42,168795.62,123296.75,197653.41,165843.65,17103,100415.65,127153.48,135850.87,120078.27,24209,186313.25,195836.01,172666.62,144218.39,203420.85,176708.41,122946.16,58966.66,207570.94,199016.6,182298.93,134362.27,202391.32,191556.14,194120.85,122585,185830.28,193476.96,154728.36,220648.14,201821.45,187060.46,72017.47,197238.79
"K01652",129992.02,187755.19,126921.9,103032.18,256958.98,245138.68,218428.13,164490.16,253653.65,217905.13,29596,141026.8,176398.11,185972.54,161558.03,39206,225203.85,264341.52,219605.73,182765.13,288283.36,220267.64,166588.99,74093.32,255269.7,243352.87,235325.69,174167.04,251731.8,238252.45,245441.38,159059.5,233317.4,239281.92,192691.06,278572.64,261555.9,237431.93,87742.44,247845.96
"K01653",64423.84,87663.51,65453.53,54184.92,109964.66,105504.76,91916.29,67200.24,116756.74,98997.64,12849,61612.15,72201.14,84434.51,75865.27,17882.5,115414.25,115570.67,105855.46,83639.56,107884.34,107754.24,68962.33,41689.33,113528.27,110346.1,99586.09,71855.6,110060.48,103844.97,105543.69,66016,100756.29,106672.13,82262.53,122281.32,112531.46,101540.13,39451.3,108564.29
"K01654",1221,9279,2759,3274,7505.5,4635,5331.33,3813.5,8185,5369,0,3226,4368.33,6866.5,4260,0,4778,9325.5,7277,6183,2098.67,6960,2470.33,622,7032.33,6431.67,5923.5,5287.17,6674,4469.5,5463,2793,4766,4695.5,5672,4750,4766.5,4091.67,4691,6170.83
"K01655",575.67,1380.51,955.5,600.67,676.33,395.66,126.67,120.67,1881.33,1375.17,0,1129.5,1008.01,1161.33,951.17,0,1678,1533,1854.49,1594.16,316,1732.5,322,161.33,0,171.67,312.34,179.33,523.67,435.34,323.83,84,248.66,212.33,0,333.66,156.33,346.66,0,606
"K01657",60952.34,82398.34,57842.2,50185.92,111187.16,106864.26,92356.12,69101.91,108114.07,91241.14,11506,55411.15,68187.14,79164.71,72263.1,17976,102566.75,111365.84,92497.96,73772.73,35526.17,99515.57,35665,37915.33,115630.77,111605.6,100162.09,72281.27,110470.81,104434.47,104731.86,67871,99068.79,108707.13,83654.03,123682.15,113344.29,100900.13,40544.97,108462.46
"K01658",44924.34,65118.34,47204.7,40404.92,111768.33,104058.26,89889.79,66055.41,96579.4,81901.97,9796,53016.15,64633.98,69936.08,60807.1,15804,97720.58,98490.67,89195.79,69762.06,30235.17,81681.57,29711,30230.33,111806.27,109021.1,98765.09,72247.1,106861.97,102681.97,98460.53,63198.83,99283.46,102570.8,78493.53,118422.32,108047.13,100904.46,39924.47,103670.13
"K01659",3917,5508,3509,3571,3694,3893.5,2651,3038,3777,5543,176,1670,5096,4749.3,2401,116,7191,3906,4760.5,3231,3955.5,5912,2999,521,2941,3619,3875,2966,4773.5,3189,4111,2392.5,3787.5,4540,2624,6319.5,3537,3546,1023,3978
"K01661",35375.17,41883.34,35423.37,22459.42,37289.33,36690.26,32785.4,26145.74,49305.06,44296.64,5554,21554.65,30489.81,33011.38,33546.6,6698,51850.75,48089.17,46139.29,35752.23,15213.67,45971.23,16401,26358.33,45737.1,42985.77,38157.59,27980.6,45274.13,37341.14,42921.7,23644,39092.46,43057.63,34453.7,46041.16,46371.96,38772.46,14854.47,43166.9
"K01662",62419.34,85339.84,61380.03,51339.92,106533.16,101829.93,88278.29,65763.24,113360.08,94613.31,12849,59066.15,71168.3,79606.04,71186.6,18379.5,98695.09,114364.34,93889.96,79442.9,104684.84,101422.24,65701.83,39890.33,108993.77,105463.93,96635.09,70698.6,108031.32,99957.97,105592.69,65089.5,95253.79,104722.13,80344.03,118354.49,107667.29,98170.8,38966.3,105397.29
"K01663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,270,0,0,0,255
"K01664",26452,38496,29512.7,20970.75,25553.83,26359.1,20357.12,16353.9,38474.07,28753.97,6048,16046.65,21361.96,24413.38,23758.6,4753,29957.92,39428.17,28837.47,23984.07,12652,36948.9,13190.5,22109,30332.1,31175.6,24681.25,16722.77,30402.64,25033.8,28225.53,18228.67,24597.63,29472.63,25117.2,34080.33,32220.96,26705.47,12891.8,29338.62
"K01665",17495.67,34001.83,24037.2,18010.25,39885.83,38319.6,32240.45,18865.24,41150.74,33296.47,4338,20931.65,28573.13,31455.88,21124.43,6563,50225.75,47475.34,44537.47,32254.07,82525.01,38201.07,41926.83,22552,39000.77,34325.43,31227.25,21637.94,33620.14,35614.63,39887.53,27233.5,32101.13,35849.3,29943.53,40207.49,43403.96,33470.47,22221.97,37825.46
"K01666",2947,8583,8322,1602,5442.16,4525.83,3022.72,2229.5,10800.67,7788.67,856,1948,7207.16,6010.63,5171,1967,7149.17,11409.67,6909.67,7656.67,3508,5546,560,4658,4989.17,4914.33,4291.33,4024.17,5622.51,4971.33,6113.66,2533.34,4896.16,5032.16,1521,4949.66,12762.49,4842.67,0,6042.22
"K01667",0,443,0,0,165,0,0,0,103,605,0,0,40,1.3,0,0,10142,62,6518,0,488,0,198,0,0,35,0,0,515,0,0,0,0,115,288,317,39,0,0,0
"K01668",0,0,207.5,73,0,128,0,0,831.33,720,0,0,613.67,466.5,269.67,0,619.33,799,513.17,527.33,199,517,249.5,61,168.5,172.17,72.67,0,190.33,90.67,142,0,0,145,0,183.83,0,71.33,0,0
"K01669",49966.84,66604.33,46740.2,39959.75,86202,82043.1,75552.06,55533.24,90870.24,71586.14,10030,48455.15,59110.97,66161.38,58090.1,15530.5,84664.91,91379.67,76971.97,59634.73,32147.34,75658.74,28557.33,20774,87984.6,83307.27,79630.09,60120.94,90350.97,80983.97,81835.2,52322.83,74800.97,82345.97,65363.03,93490.82,84309.63,79414.8,31162.3,85833.24
"K01671",0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K01673",75519.18,108099.83,79799.7,60798.42,139790.49,129776.26,120474.6,83630.59,147099.75,119495.81,14872,80386.15,97800.46,103338.84,87533.59,22090,149908.25,162053.35,133188.46,100268.57,254517.53,122940.41,136011.49,51113.33,143960.1,133914.6,123714.92,91349.79,140517.32,128216.46,144628.69,86430.83,121129.12,130291.3,102614.19,155007.47,143417.45,127227.48,48797.81,135969.96
"K01674",382,869,444,404,1693,1798,1755,1056,1954,3507,176,1679,2463,556,1067,575,660,6255,1778,3011,993.5,1675,305,521,1460,1844,1136,915,1543,2135,2087,1072,2568,1801,1008,3258,2260,1417,0,1140
"K01676",18693,38945.83,27424.87,21778.75,45450.83,42147.6,35274.56,23597.57,45173.9,29375.97,4162,22274.65,29825.96,27836.18,22208.43,5306.5,51192.42,49539.34,47955.97,32264.24,82045.51,33947.23,41899.83,16064,40523.1,35124.1,35287.75,25322.44,37497.47,37603.8,41037.7,26598.17,36468.13,39218.13,31386.2,46167.16,45200.29,38258.47,15096.47,38721.4
"K01677",585.5,2699.5,446,1197.5,2610.5,2197,567.89,1557,4572,3270,0,1198,1184.5,952.5,665,674,4255,3196.5,3320,2225.5,374,3141,769,622,2122,3786,1355,1202.5,1427,2276,1867.5,1369,2050,2579,1392.5,1340.5,3250.5,721,0,2493.89
"K01678",585.5,2699.5,446,1197.5,2610.5,2197,567.89,1557,4572,3270,0,1198,1184.5,952.5,665,674,4255,3196.5,3320,2225.5,374,3141,769,622,2122,3786,1355,1017.5,1427,2276,1867.5,1369,2050,2579,1392.5,1340.5,2978.5,721,0,2232.89
"K01679",61397.34,78031.34,60223.7,48703.42,106941.16,103015.76,90547.73,66663.91,110711.57,92044.64,12849,57242.15,72799.64,77194.21,69466.6,17705.5,105223.25,114310.84,97612.46,74400.23,104462.01,97804.07,64211.33,39100.33,111468.27,106805.1,101176.09,73072.77,110228.31,100965.97,106989.36,67093.5,98857.29,106012.13,83305.03,120755.15,108783.79,101374.13,38946.97,107136.57
"K01681",70978.34,96230.67,70195.37,58422.42,116691.66,112563.76,97877.95,72791.58,127791.9,105796.97,12849,65381.15,84309.14,92778.51,79335.93,18379.5,123656.25,128680.01,110993.46,89767.9,113741.68,111834.9,71879.33,43612.33,121944.27,119068.1,109121.09,78580.94,120726.64,109739.97,117122.03,72009.5,107819.29,115349.13,88022.03,134661.98,123729.12,108918.13,41406.64,117174.63
"K01682",2169,5510.5,2554,3167,4283,2497,2194,1804,6152.5,2232.17,0,2830.5,2341,4883.8,2734.5,459,17638,4830.5,11525.5,3045.5,4730,1074.5,2895,0,1569,2787,2999,1446,3285,3001,4105.5,2112,2078,3275,1967,3114,3039,2196,1000,3314
"K01684",5918.34,17493.34,8755.83,4111.67,11546.49,9596.99,7427,4292.84,30371.01,24493.17,0,12363,24166.17,9859.96,12055.5,3413,30897.17,34665.67,29762.49,20657.33,205875.35,21796.34,92263.83,9121.33,11230.84,11544.66,12085.5,9674,16535.85,11310.33,35210.32,11804.17,10571.32,10908.16,7097.33,14401.99,13201.99,11049,2964.5,13198.33
"K01685",4488.67,6165.5,3584.83,1951,5848,6635,7562.5,2606.67,15461.34,10783.83,1343,8487,9472.67,11442.8,10905.5,439.5,9923.83,17501.5,9940,9424.83,79184.34,12127.34,35618.33,2373,8547.67,9056.33,7257.5,3882,9419.67,7829.83,15595.83,7997.33,6469,7315.17,5330.83,9756.33,9964.67,7101,8917.5,8402.67
"K01686",4834,7671,4124.5,3697,3178,3454,2745.89,2159,16286.5,9206.5,1343,3636,10926,7413.8,5982,807,14504,17730,13588,10120,141120.68,12216,62148.66,4746,7390,9098,5102,4896,7654,4090,22419,5350,5942,4711,5532,5867,9472,4868,1621,6764.89
"K01687",94764.84,130578.01,90097.53,74593.92,192648.66,179640.43,162462.51,117147.74,173501.41,146344.81,21276,100289.15,121382.3,127887.54,120468.77,24957,165562.92,192429.34,151834.63,123595.73,332119.36,153327.24,175317.32,50088.33,189935.6,177296.27,165990.76,124468.77,185457.65,177412.14,189426.19,122408.5,164686.29,174531.13,142464.53,202295.82,192021.79,172663.8,64065.3,178893.01
"K01689",67298.34,91981.84,67518.2,55373.92,115107.66,110431.76,95691.45,70917.41,127347.57,103955.14,12849,65619.15,81776.47,89077.71,78232.1,18379.5,121512.25,128416.34,109305.96,86774.23,173199.18,110294.57,98219.66,45770.33,120407.6,116968.77,106101.59,77139.94,118520.81,108802.47,119577.36,71482.5,104733.29,113548.63,87155.53,130103.65,118265.29,108242.8,41388.97,114825.29
